mos,std
5.83784,0.20765
4.13889,0.17635
5.55556,0.15438
6.08108,0.16826
4.05556,0.14134
5.83784,0.29978
3.37838,0.1448
5.2,0.11986
4.36111,0.17635
3.88889,0.12897
3.72973,0.16506
3.78378,0.17572
5.33333,0.14164
5.27027,0.16057
4.94595,0.16192
4.19444,0.16111
3.59459,0.11117
5.61111,0.14844
5.27778,0.16486
5.59459,0.14023
4.94595,0.16637
3.97297,0.11772
5.7027,0.17459
5.11111,0.13482
4.71429,0.11118
3.63889,0.13119
2.80556,0.10985
5.63889,0.1627
5.27778,0.15521
4.16216,0.14051
3.56757,0.1117
2.97297,0.14548
5.91429,0.15842
5.80556,0.14065
5.67568,0.20245
5.32432,0.20245
2.34286,0.08023
5.83784,0.17728
5.8,0.16061
4.81081,0.15684
3.21622,0.09467
0.88889,0.12897
5.68182,0.11928
5.09091,0.11507
4.8,0.12008
4.45455,0.11343
3.97619,0.09214
6.04444,0.14386
5.86364,0.13481
5.55814,0.12865
5.23256,0.10827
4.75556,0.12235
4.93333,0.10135
4.22727,0.09569
3.73333,0.09635
3.31111,0.09335
2.73333,0.10611
5.86667,0.14264
6.0,0.13333
5.42222,0.17635
4.95122,0.08415
4.2093,0.1211
6.04444,0.17201
5.8,0.1651
5.15909,0.10632
4.27907,0.08902
3.31818,0.08365
4.83333,0.13434
4.61364,0.13336
4.15909,0.09612
3.75,0.11644
3.31818,0.10048
5.5814,0.11964
5.19048,0.10774
4.31818,0.11487
3.62222,0.1188
2.83721,0.10364
5.86364,0.15277
5.53333,0.12413
4.5814,0.13251
3.42222,0.12761
2.63636,0.08559
6.42222,0.12761
6.02222,0.14568
5.22727,0.13199
3.97674,0.10651
2.46667,0.10232
6.13333,0.1651
5.88636,0.15487
5.04545,0.10141
3.70455,0.09414
2.22727,0.10094
5.48837,0.12027
4.51111,0.09749
3.43182,0.08742
2.42222,0.11106
0.97727,0.10409
5.34091,0.16371
4.72727,0.13002
3.53333,0.10704
2.86364,0.09421
2.51111,0.10243
4.5814,0.11964
4.06818,0.08742
3.37209,0.07371
2.72727,0.08108
2.51111,0.10714
5.79545,0.12686
6.15909,0.14354
5.70455,0.12686
5.22222,0.13292
4.20455,0.12686
3.63636,0.13671
3.28889,0.18492
3.04545,0.15731
3.34091,0.1699
3.65116,0.15733
6.20455,0.14222
6.34884,0.11805
5.93333,0.13481
5.35556,0.17542
4.81818,0.13358
5.54545,0.1222
6.4,0.19219
4.40476,0.12168
6.72727,0.2092
3.34091,0.14709
5.38636,0.10273
4.95455,0.13234
4.37778,0.11456
3.86364,0.11405
3.63636,0.17035
5.86667,0.12413
5.44444,0.13898
4.8,0.1159
4.11364,0.10273
3.70455,0.08849
5.75,0.1072
5.42222,0.13513
4.4186,0.10521
3.62222,0.11017
2.93023,0.07639
5.66667,0.1663
4.95455,0.13619
4.11111,0.10987
3.38636,0.09213
2.32558,0.09139
5.93333,0.15524
5.23256,0.11315
4.65116,0.08629
4.14286,0.05399
2.65909,0.13989
6.02222,0.15231
5.73333,0.14538
5.04444,0.15382
4.2093,0.12549
2.64444,0.11399
5.72093,0.10043
4.93333,0.13842
3.86364,0.09954
2.25,0.11644
0.47619,0.0841
5.54839,0.15697
4.70968,0.13832
4.83871,0.17128
4.1,0.10904
3.54839,0.1193
5.59375,0.16453
5.54839,0.15697
5.40625,0.19695
5.22581,0.13463
4.64516,0.11674
4.64516,0.14097
4.29032,0.08152
3.46667,0.09108
2.96875,0.1035
2.34375,0.12191
6.06452,0.1763
5.83871,0.20451
5.625,0.21986
5.4375,0.14616
4.96774,0.18522
5.33333,0.12766
5.45161,0.16346
4.71875,0.1343
3.96774,0.1248
3.125,0.10597
4.3871,0.14192
4.09375,0.18413
3.93333,0.12413
3.6129,0.14192
3.06452,0.12014
5.5,0.19764
4.64516,0.18558
4.16667,0.16387
3.45161,0.1193
2.3871,0.13438
5.21875,0.16378
4.59375,0.13154
3.90323,0.115
2.87097,0.12693
1.96774,0.14049
5.70968,0.17187
5.875,0.20131
5.03125,0.23997
3.5,0.13975
1.75,0.18222
5.96774,0.20137
5.59375,0.15219
4.6875,0.12837
3.21875,0.13789
1.34375,0.18011
6.0,0.16448
5.25,0.17116
4.56667,0.13891
4.19355,0.12426
2.26667,0.12413
6.19355,0.21601
5.74194,0.12877
5.5,0.17116
4.8125,0.19484
4.25,0.23799
5.78125,0.16964
3.26667,0.11483
4.3871,0.20237
2.73333,0.12413
2.125,0.17539
5.65625,0.16304
5.4375,0.16499
4.87097,0.21755
4.75,0.19264
4.0,0.25388
3.77419,0.17497
2.93548,0.20369
3.28125,0.1988
3.6875,0.15586
3.51613,0.15718
6.0625,0.21622
5.75,0.18222
5.87097,0.23146
4.90323,0.16035
4.56667,0.19823
5.40625,0.15219
5.58065,0.18684
4.1875,0.17918
5.06452,0.21366
3.25806,0.18792
4.25,0.15934
3.74194,0.14403
2.9375,0.17643
2.84375,0.16001
2.87097,0.28026
5.3871,0.1863
4.93548,0.12014
4.6875,0.14278
4.03226,0.13288
3.59375,0.10698
5.87097,0.19216
5.96774,0.16752
5.26667,0.13278
4.625,0.1449
3.8125,0.14278
5.6875,0.17918
4.93548,0.12851
4.29032,0.10396
3.80645,0.12426
2.67742,0.10588
5.6129,0.17477
5.45161,0.1193
4.16129,0.18863
3.0625,0.1164
2.375,0.138
6.03226,0.17951
6.16129,0.17128
5.67742,0.13212
5.5,0.12247
5.4375,0.21166
5.93548,0.18774
5.78125,0.18611
5.29032,0.18358
3.96774,0.1248
2.625,0.16388
5.36364,0.16497
5.0,0.09882
4.54545,0.12921
4.03226,0.0966
3.63636,0.10337
5.87879,0.16463
6.0303,0.174
5.5625,0.15269
4.875,0.10597
4.54545,0.1219
4.60606,0.11289
4.09375,0.11145
3.69697,0.14523
3.25,0.10825
2.87879,0.09347
5.74194,0.12042
5.59375,0.10698
5.3871,0.14192
4.67742,0.09555
4.27273,0.1305
5.93548,0.13637
5.5,0.13258
4.96875,0.1209
4.09091,0.12394
3.59375,0.10698
5.21875,0.14479
4.3125,0.13577
4.16129,0.10299
3.8125,0.10305
3.34375,0.10467
4.87879,0.17012
4.75,0.11693
4.12903,0.16284
3.66667,0.13324
2.70968,0.12236
5.875,0.16973
5.24242,0.14233
4.34375,0.15058
3.48485,0.1492
2.375,0.1449
6.54545,0.14902
6.09091,0.16798
5.15152,0.1492
3.90625,0.10231
2.51515,0.087
6.0,0.15934
5.65625,0.18011
4.90625,0.11145
3.19355,0.0959
2.34375,0.09488
5.90625,0.19941
5.15625,0.14052
3.96875,0.11254
2.40625,0.09742
0.87879,0.10283
6.06061,0.17109
5.90625,0.16153
4.90625,0.1352
2.96875,0.1035
2.84375,0.0999
4.51515,0.11436
3.77419,0.099
3.33333,0.13324
2.81818,0.12461
2.87879,0.11936
5.84375,0.17179
5.48485,0.17732
6.28125,0.14813
4.4375,0.15896
3.3125,0.12837
2.90909,0.16242
3.06061,0.16
3.25,0.13258
3.59375,0.13154
5.84848,0.20156
6.06061,0.18151
6.30303,0.15142
5.75,0.14658
5.90323,0.18449
4.66667,0.13324
5.8125,0.18455
6.78788,0.18059
4.78125,0.11469
6.36364,0.22193
3.60606,0.14174
4.81818,0.17384
4.30303,0.15737
4.06452,0.16408
3.3125,0.15586
3.15625,0.166
5.5,0.13258
4.67742,0.10588
4.51613,0.08976
4.0625,0.12451
3.48485,0.12943
5.8125,0.13577
5.66667,0.17495
4.5,0.13258
3.90909,0.10811
2.90909,0.10811
5.27273,0.14389
4.8125,0.12053
4.25,0.10825
3.5,0.08839
2.16129,0.06606
5.71875,0.12682
5.78788,0.17543
5.5,0.125
4.09375,0.11989
2.71875,0.14813
6.25,0.13975
6.28125,0.14138
6.0303,0.1631
4.8125,0.12837
2.875,0.10597
5.75,0.13258
5.09375,0.16153
3.75,0.11693
2.0303,0.10913
0.24242,0.0746
5.71795,0.1402
5.43243,0.14575
4.74359,0.11304
4.53846,0.11942
3.81579,0.11683
6.05405,0.14777
5.83784,0.16884
5.76923,0.15997
5.52632,0.13282
4.72973,0.13045
5.05405,0.10774
4.36111,0.11217
4.02564,0.09236
3.30769,0.09699
2.92308,0.09854
6.07692,0.14678
5.11111,0.14581
5.15789,0.16019
4.76923,0.15997
4.23077,0.1379
6.05128,0.13543
5.79487,0.19921
5.17949,0.16165
4.39474,0.12082
3.34211,0.09324
5.15789,0.12635
4.64865,0.13359
4.57895,0.13741
3.84211,0.1021
3.40541,0.11756
5.54054,0.12441
5.02564,0.08494
4.46154,0.11378
4.0,0.12892
3.05263,0.09809
5.97368,0.10183
5.30769,0.14116
4.35135,0.12217
3.5,0.08924
2.78947,0.11262
5.97436,0.18307
5.69231,0.12642
5.17949,0.16165
3.81579,0.12262
2.28205,0.07206
5.86842,0.17524
5.81579,0.15726
5.20513,0.13164
3.64103,0.12814
2.4359,0.10754
5.15385,0.15186
4.46154,0.13493
3.61538,0.11244
2.18421,0.09005
1.23684,0.0944
4.76923,0.15997
5.84211,0.15129
4.92308,0.15119
4.05263,0.13899
2.68421,0.1123
5.78947,0.1496
3.92105,0.11991
3.42105,0.09584
2.68421,0.13473
2.89744,0.08729
5.82051,0.14895
6.15385,0.15186
5.55263,0.10976
4.27027,0.14629
3.84211,0.13687
3.07895,0.10774
3.23077,0.1379
3.61538,0.14329
3.36842,0.14615
4.17949,0.15753
6.12821,0.18196
6.10256,0.2108
6.02564,0.20984
5.57895,0.1649
5.12821,0.20248
5.71053,0.11714
6.58974,0.21672
4.56757,0.11806
6.5641,0.21996
3.69231,0.19241
4.51282,0.14447
4.07692,0.15119
3.82051,0.1301
3.63158,0.14133
3.31579,0.12402
5.57895,0.14714
5.42105,0.15177
4.67568,0.10847
4.21622,0.09467
3.87179,0.10371
5.84615,0.16029
5.38462,0.1338
4.4359,0.12971
3.57895,0.10934
2.86486,0.1092
5.5,0.14293
5.17949,0.1533
4.25641,0.12413
3.76923,0.12276
2.51282,0.10801
5.97368,0.16429
4.87179,0.15461
4.48649,0.11856
4.02778,0.10748
3.25641,0.12932
6.15385,0.13826
5.94872,0.16196
4.55263,0.12728
2.60526,0.09517
1.44737,0.08066
5.46154,0.14435
4.78947,0.135
3.51282,0.13984
1.86486,0.10229
0.36842,0.10138
5.54054,0.18566
5.16216,0.12969
5.35135,0.19193
4.28571,0.13138
3.86111,0.11217
5.55556,0.1493
5.88571,0.1444
5.44444,0.14404
5.19444,0.11666
4.75,0.13249
5.0,0.10811
4.43243,0.11806
3.82857,0.08558
3.27027,0.09856
2.91667,0.09108
5.47059,0.11936
5.62162,0.19621
5.28571,0.14326
5.19444,0.1231
4.67568,0.16684
6.02703,0.16434
5.80556,0.17489
5.2973,0.17459
4.19444,0.14065
3.05556,0.10352
4.69444,0.1231
4.38889,0.11966
3.97297,0.12954
3.54054,0.13015
3.02857,0.11055
5.56757,0.15545
4.8,0.11986
4.52778,0.10748
3.94118,0.09246
2.75676,0.09674
4.94286,0.10647
4.57143,0.13574
3.75676,0.11722
2.85714,0.10799
2.33333,0.10393
5.81081,0.17024
5.86486,0.17994
4.66667,0.13608
3.33333,0.07857
1.97222,0.07335
5.81081,0.15211
5.64865,0.13359
5.02778,0.14426
3.48649,0.1303
2.27027,0.11873
5.86111,0.18067
5.42857,0.14728
4.47222,0.13314
2.91429,0.10199
0.97222,0.09201
5.61111,0.14844
5.97222,0.19038
4.62162,0.18861
3.77778,0.11858
2.02778,0.10005
4.08333,0.12028
4.54054,0.12441
3.25,0.10668
2.75,0.09919
2.27778,0.10101
5.83333,0.13322
5.45714,0.14196
5.2973,0.13166
5.16667,0.14959
4.38889,0.14314
3.18919,0.11363
3.38889,0.15849
3.5,0.13889
3.67568,0.1381
3.5,0.15957
6.10811,0.15659
5.91892,0.21749
5.69444,0.15625
4.94595,0.15263
4.56757,0.14575
5.59459,0.18903
6.75,0.13819
4.34286,0.13964
6.83784,0.23096
3.21622,0.1487
4.55556,0.1329
4.27027,0.14629
3.58333,0.13249
3.44118,0.11904
3.51351,0.11223
5.64865,0.17186
5.11111,0.17023
4.64865,0.12801
3.97143,0.1029
3.62162,0.07973
6.02857,0.13694
5.59459,0.13492
5.35135,0.15859
4.88889,0.14042
3.63889,0.11217
5.7027,0.15224
5.41667,0.14894
4.40541,0.14534
3.86111,0.13119
2.64865,0.10956
5.56757,0.11806
5.40541,0.15971
4.89189,0.16119
3.64865,0.15859
2.52778,0.12721
5.86486,0.17163
5.83784,0.17311
5.94595,0.15734
5.27027,0.19731
2.75676,0.08886
5.91892,0.22082
5.47222,0.14426
4.62857,0.13453
2.88571,0.11264
0.58333,0.11369
5.94595,0.12054
4.97222,0.10748
4.78947,0.09235
4.13889,0.08917
3.76316,0.10808
6.08108,0.13448
5.97297,0.14037
5.52632,0.14287
5.05263,0.14388
4.54054,0.10533
4.56757,0.11806
4.16216,0.11789
3.75676,0.09674
3.10526,0.11644
2.71053,0.11108
5.91892,0.17673
5.52632,0.1275
5.21053,0.16709
4.7027,0.14232
3.78378,0.10902
5.64865,0.12801
5.81081,0.15211
5.21053,0.135
4.35135,0.11604
3.65789,0.10039
5.08108,0.12313
4.81579,0.15279
4.45946,0.13015
4.08108,0.12893
3.75,0.09919
4.69444,0.1231
4.39474,0.12082
4.18421,0.15279
3.18919,0.09235
3.02778,0.10748
6.18421,0.1616
5.47368,0.14287
4.52632,0.13282
3.60526,0.13179
2.77778,0.09711
6.31579,0.12948
5.52778,0.13881
4.73684,0.16512
3.43243,0.08145
2.25714,0.0842
6.08108,0.11705
5.89474,0.16556
5.10526,0.15697
3.10526,0.09697
2.23684,0.10147
5.40541,0.12939
4.67568,0.14329
2.77778,0.06929
1.94737,0.09076
0.81579,0.10431
5.5,0.11009
5.05263,0.14388
3.64865,0.0953
3.07895,0.10774
3.08108,0.11705
5.37838,0.12297
4.56757,0.12985
3.23684,0.08676
2.83333,0.10015
4.0,0.12677
5.55263,0.13261
6.15789,0.20896
4.54054,0.12441
4.47368,0.11
3.56757,0.1117
3.5,0.12729
3.51429,0.13013
3.65789,0.1356
4.07895,0.15063
4.54286,0.12995
6.52632,0.17746
6.2973,0.15697
6.05263,0.17033
6.11111,0.16091
5.67568,0.18746
6.26316,0.1849
6.81579,0.17792
4.81081,0.19429
6.26316,0.22846
4.02632,0.16002
5.64865,0.1491
5.35135,0.18417
5.0,0.16222
4.48649,0.14107
4.2973,0.17036
5.72973,0.12473
5.51351,0.14107
5.2973,0.10719
4.71053,0.10466
4.02632,0.10842
5.58333,0.13249
5.27778,0.12797
4.43243,0.12985
3.60526,0.10875
2.80556,0.09477
5.15789,0.16445
4.94595,0.14777
