mos,std
3.1212,0.14056
1.1515,0.16665
6.3125,0.11213
5.4242,0.12144
3.4688,0.10811
1.6667,0.15843
5.5625,0.13212
4.6667,0.13324
3.625,0.09632
1.8182,0.1841
5.697,0.18425
5.0323,0.11616
3.871,0.09934
2.5152,0.12943
6.2121,0.14056
5.375,0.10597
4.1875,0.17364
2.5938,0.13154
5.7188,0.1988
3.9394,0.09524
3.5938,0.10698
2.3438,0.11362
6.1818,0.16847
6.3438,0.15693
5.5455,0.13613
4.6364,0.19078
2.25,0.22097
3.1212,0.15895
3.4242,0.14233
4.0,0.125
5.7188,0.18872
5.9063,0.18936
5.0,0.17142
5.0938,0.19941
7.0313,0.14977
4.6667,0.16412
6.9394,0.22652
3.4848,0.12943
5.75,0.11369
5.3333,0.13029
4.7838,0.1021
4.1351,0.1092
6.6,0.12905
6.1111,0.14581
5.4167,0.14894
4.9714,0.11055
4.5405,0.11205
3.973,0.08953
3.3889,0.09843
2.7838,0.11552
6.3243,0.12708
5.7143,0.13138
5.3611,0.10506
4.7647,0.10238
6.0811,0.21411
5.4324,0.13535
4.7027,0.13166
3.4857,0.08448
4.8649,0.09488
4.4865,0.11223
4.1389,0.10506
3.5556,0.08282
5.1944,0.14065
4.6944,0.17042
3.2286,0.09112
3.0833,0.10668
4.8889,0.12897
4.1389,0.13119
3.1944,0.10985
2.1622,0.08975
6.3333,0.14164
5.1111,0.12897
3.3243,0.12119
1.4571,0.0842
6.1081,0.1419
5.2703,0.19357
3.3333,0.10393
1.5135,0.11223
5.7838,0.18384
5.1111,0.11639
3.1111,0.10956
0.1429,0.05915
4.5556,0.19816
4.1389,0.15292
3.6667,0.12423
4.1622,0.15055
5.1892,0.13695
4.4444,0.10718
3.4444,0.08282
2.6389,0.09744
6.3784,0.13966
5.1351,0.16289
4.5,0.18215
4.25,0.16375
2.5556,0.15438
3.25,0.14367
4.0278,0.17341
4.4324,0.16896
6.8333,0.16897
5.6111,0.15355
5.8108,0.22881
4.9459,0.24157
6.5405,0.18168
4.6111,0.13765
6.0,0.2387
3.7143,0.11118
5.5455,0.1219
4.9091,0.08952
4.8182,0.11701
4.0,0.10189
6.0909,0.16242
6.0,0.14997
5.3333,0.13324
5.0588,0.15531
4.6563,0.08396
4.0882,0.09637
3.3824,0.13163
2.8235,0.10581
6.2727,0.14389
5.7273,0.10733
5.4516,0.12772
4.5,0.1265
6.4516,0.12772
5.7879,0.12682
4.8125,0.10305
3.7353,0.11245
4.8788,0.10283
4.8182,0.10009
4.1515,0.10603
3.7353,0.11245
5.3636,0.13428
4.2059,0.13656
3.6667,0.11065
2.7353,0.13355
5.7576,0.1547
4.6765,0.12968
3.6471,0.13076
2.6667,0.15252
6.2353,0.15596
5.5,0.14558
3.9688,0.1035
2.4118,0.1256
6.1765,0.13459
5.0,0.10497
3.6471,0.13721
2.2424,0.14233
4.8235,0.11369
3.5938,0.1239
2.0,0.11005
0.3125,0.08194
4.4848,0.1492
3.7353,0.09584
2.8824,0.12998
2.3235,0.13619
4.2059,0.09999
3.697,0.13198
2.6667,0.10202
2.5,0.13317
6.3636,0.17575
5.9412,0.1712
5.3636,0.14095
4.1212,0.15307
3.2188,0.13061
3.4848,0.12943
3.6875,0.12053
4.2121,0.11936
6.6061,0.16564
6.3636,0.15343
5.697,0.13877
5.3939,0.20073
6.75,0.13258
5.0303,0.10913
6.5882,0.23937
4.0303,0.11724
5.6875,0.14946
5.0,0.12472
4.3226,0.13212
4.1613,0.12153
6.2188,0.2153
5.7333,0.1409
5.4667,0.15444
5.2,0.10954
4.8125,0.17918
4.0323,0.11616
3.4375,0.12451
2.8387,0.08028
5.875,0.18619
6.0323,0.19075
5.5,0.20729
5.1613,0.10299
5.9063,0.20425
5.7742,0.14929
4.5806,0.10962
3.6129,0.09866
4.4839,0.15041
4.3125,0.17918
3.875,0.10597
3.4194,0.11874
5.1563,0.18807
4.5313,0.13247
3.5484,0.14309
2.5484,0.16346
5.129,0.15632
3.9355,0.12851
3.0645,0.10135
1.9063,0.18413
6.0625,0.21166
5.2667,0.18217
4.0,0.09882
1.9688,0.15615
6.0625,0.17081
5.0,0.14907
3.3226,0.13977
1.0938,0.2269
5.4194,0.14262
4.9677,0.1546
4.3226,0.12399
2.4194,0.14974
5.9032,0.19545
5.5667,0.14669
4.4688,0.15299
3.7097,0.17187
3.625,0.138
4.5806,0.14262
3.3125,0.12837
2.4516,0.12772
6.0968,0.2007
5.5806,0.16305
4.75,0.21651
3.5313,0.20245
2.4516,0.1872
3.25,0.14658
4.0,0.16997
3.8438,0.18807
6.2258,0.16891
5.7813,0.2153
5.7188,0.21756
5.0,0.20402
5.8065,0.20615
4.9063,0.17875
5.3125,0.18976
3.871,0.20777
5.2424,0.11363
5.0882,0.10496
4.8125,0.10305
4.1818,0.06714
6.2059,0.14869
5.8182,0.12461
5.4706,0.13307
4.8235,0.10581
4.4412,0.11154
4.1765,0.08795
3.6176,0.10201
3.303,0.10037
5.9706,0.15274
5.4412,0.11904
5.0303,0.12483
4.4412,0.11904
6.2727,0.15013
5.3235,0.12968
4.6176,0.12489
3.7647,0.10238
4.9412,0.11721
4.6765,0.12968
4.1176,0.09987
3.7353,0.10447
4.9394,0.12813
4.5294,0.13307
4.0,0.11338
3.0313,0.1035
5.5455,0.12921
4.6364,0.10337
3.6061,0.08506
2.1471,0.103
6.3333,0.16962
5.375,0.12303
3.8235,0.128
2.3824,0.15006
5.9375,0.1164
5.1471,0.15073
3.3235,0.09948
2.0294,0.08809
5.0882,0.12032
3.7059,0.12148
2.1818,0.10888
0.0,0.0
6.4545,0.16648
4.5588,0.20877
2.6471,0.10912
2.3333,0.13996
4.0909,0.11629
3.5938,0.08682
3.0588,0.11721
3.2059,0.11601
6.2647,0.14593
6.5,0.13258
4.7059,0.15299
3.4688,0.08822
2.3529,0.13076
3.2353,0.15031
3.6176,0.16117
4.6667,0.17495
6.5882,0.16699
6.0588,0.17618
6.2647,0.20508
5.4118,0.19114
6.8788,0.18059
5.3824,0.12489
7.0294,0.22966
4.0606,0.14174
5.7,0.1169
5.0968,0.13186
4.8333,0.11627
4.0645,0.11114
6.3333,0.12766
5.9667,0.12896
5.3333,0.14402
4.9333,0.12413
4.5,0.09129
4.1034,0.11274
3.6452,0.13338
3.129,0.13488
5.7742,0.18648
5.8065,0.17323
5.1613,0.17725
4.8966,0.11274
6.2903,0.15263
5.5806,0.16931
4.7667,0.14669
3.8,0.09888
5.3,0.15019
4.7742,0.17497
4.4667,0.13931
3.8333,0.14969
4.6552,0.14029
4.0,0.14907
3.6207,0.1235
3.2,0.10954
5.3,0.15019
4.4483,0.09235
3.5161,0.11958
2.5161,0.12799
6.1935,0.23
5.0333,0.14517
3.5484,0.12772
2.1613,0.11264
6.1034,0.14907
5.2414,0.11597
3.1613,0.11264
2.1935,0.0959
4.8065,0.12426
3.3,0.12605
1.6,0.11155
0.069,0.04705
5.7,0.15741
5.0,0.10541
4.1667,0.12546
2.6333,0.09981
4.2903,0.11353
3.6129,0.1087
2.9667,0.12896
3.0333,0.12003
6.1,0.10904
5.4667,0.20403
4.1724,0.16942
3.9667,0.16656
2.7241,0.12807
3.2667,0.1409
3.5484,0.14309
3.9677,0.16752
6.5161,0.21817
6.1,0.15882
5.871,0.1975
5.3333,0.16555
6.9032,0.19005
5.2,0.15916
6.4194,0.24471
4.2414,0.10522
6.0313,0.15615
5.2727,0.11557
4.5484,0.08938
4.0303,0.11724
6.1875,0.13577
5.8438,0.10924
5.3939,0.14808
5.1563,0.14052
4.7576,0.12878
4.0625,0.10769
3.3438,0.09488
2.9394,0.09524
6.4242,0.14233
6.1212,0.17012
5.5758,0.12144
4.8788,0.17543
6.2121,0.15895
5.5484,0.14309
4.6061,0.12813
3.5455,0.13613
4.75,0.11693
4.3548,0.15503
3.9697,0.11724
3.3438,0.10467
5.2581,0.12877
4.75,0.13975
3.7419,0.09087
2.8182,0.14504
4.75,0.09882
4.2727,0.1305
3.3636,0.1119
2.2121,0.1114
5.5758,0.16614
4.697,0.13198
3.3226,0.09555
1.8485,0.10603
6.2424,0.16052
5.6563,0.14395
3.6875,0.0931
1.9063,0.11145
5.5313,0.13247
4.6563,0.12967
2.7879,0.1114
0.0938,0.05153
5.8125,0.14278
4.5625,0.17081
3.9697,0.11724
2.0909,0.13114
4.3939,0.12075
3.625,0.08558
3.0,0.08839
2.5484,0.08938
6.3333,0.14638
5.697,0.15142
4.9,0.11879
4.1212,0.16463
2.8125,0.12837
3.6875,0.14278
4.2727,0.1305
4.2258,0.14929
6.1818,0.15719
5.7879,0.14056
5.1563,0.15379
4.9394,0.18151
6.8788,0.2415
4.6667,0.12616
7.1563,0.26557
3.8485,0.1492
5.8182,0.10009
5.2353,0.10238
4.6176,0.13805
4.1176,0.09079
6.1818,0.15124
5.8788,0.09347
5.3824,0.14418
5.1563,0.06419
4.5758,0.10524
3.9412,0.10959
3.4118,0.11851
3.0,0.10189
5.9091,0.12394
5.5294,0.13942
4.9394,0.11289
4.0313,0.11254
6.3333,0.15843
5.3939,0.12813
4.6471,0.13076
3.8485,0.11436
5.3235,0.15959
5.0303,0.174
4.5758,0.11363
3.9394,0.09524
4.6667,0.13324
3.9688,0.1035
3.1471,0.11108
3.2647,0.10447
5.6364,0.11983
4.6471,0.13721
3.6176,0.13805
2.6471,0.10912
5.6364,0.12726
4.9706,0.17393
3.2121,0.10283
2.2647,0.07566
6.0606,0.12075
5.2353,0.10238
2.9697,0.12483
1.8485,0.087
4.8125,0.10305
2.7813,0.07308
1.2727,0.07753
0.0909,0.05004
5.3824,0.13805
3.5588,0.1261
3.1471,0.13878
3.2059,0.09999
4.8788,0.11936
3.6061,0.08506
2.9091,0.08952
4.4706,0.1264
6.5294,0.13942
4.5758,0.13572
4.4242,0.14233
3.6364,0.1119
3.0625,0.15269
3.7059,0.14723
4.2353,0.1718
4.4242,0.17158
6.697,0.1792
6.5758,0.14864
6.4706,0.19167
5.7941,0.23076
6.9706,0.16368
5.697,0.14523
6.7941,0.26885
4.4848,0.16104
5.9394,0.1865
5.5152,0.13634
5.1515,0.15523
4.2727,0.11557
5.5758,0.16052
6.0,0.16638
5.7273,0.1619
5.0625,0.15896
5.1212,0.14695
4.6061,0.14808
3.8235,0.08795
3.0909,0.08952
5.9706,0.15831
5.7576,0.14233
5.4848,0.14291
5.0938,0.10231
5.7647,0.16668
5.2941,0.14723
4.6061,0.14174
3.5455,0.14272
4.4118,0.14479
4.1176,0.09987
3.7419,0.10168
3.2188,0.0854
5.4706,0.21305
4.8485,0.12943
3.3125,0.0931
2.6765,0.12968
4.0909,0.10811
3.5152,0.087
2.9091,0.11629
2.1563,0.12585
4.6129,0.11788
3.6061,0.10444
2.3939,0.08506
0.6765,0.11557
5.8824,0.15983
5.2424,0.14233
2.9118,0.10496
0.8788,0.13387
5.8182,0.17384
5.0909,0.10811
4.3333,0.10202
2.3939,0.10444
5.9412,0.18103
4.9412,0.16078
5.4706,0.14549
5.2059,0.14276
4.6471,0.13076
5.0588,0.14373
3.8485,0.11436
2.6471,0.10912
6.0909,0.15666
5.5455,0.14902
5.3235,0.19826
4.0,0.14845
2.6563,0.12967
2.8788,0.11936
3.6176,0.14418
3.8485,0.13634
5.9394,0.17638
6.0,0.16598
4.6364,0.1593
4.9394,0.21401
6.7879,0.19525
4.5588,0.11904
6.1765,0.30415
3.3939,0.12813
6.1818,0.14504
4.9688,0.1035
4.9118,0.1129
4.1515,0.10603
6.2813,0.11035
5.8235,0.18354
5.7647,0.13192
5.2647,0.13355
4.9412,0.10959
4.1471,0.09423
3.8529,0.11108
3.1471,0.08455
6.1515,0.11436
5.8235,0.128
5.303,0.13877
4.4848,0.087
5.8529,0.15073
5.3529,0.14338
4.5588,0.11154
3.5313,0.08822
4.9375,0.1164
4.4848,0.10603
4.0909,0.11629
3.697,0.10037
5.4545,0.12921
4.697,0.10913
3.7879,0.1114
3.0294,0.09742
4.9412,0.10138
3.7647,0.09355
2.7647,0.09355
1.9063,0.11145
6.2941,0.14123
5.0,0.12121
3.0882,0.09637
1.5294,0.16235
5.6667,0.13324
5.0606,0.16564
3.25,0.09882
1.6471,0.13721
5.5758,0.14233
4.5152,0.14291
3.0588,0.11721
0.9394,0.13511
6.0882,0.15208
4.4412,0.15107
4.0,0.11338
3.2121,0.09347
4.9375,0.1164
4.0606,0.10444
3.6176,0.12489
2.1515,0.09698
6.1176,0.12314
4.7879,0.17012
4.2424,0.18197
3.3824,0.14418
2.375,0.10597
3.1765,0.13459
3.7813,0.12291
4.6667,0.14638
6.1515,0.18243
6.2424,0.14233
5.7273,0.15613
5.2121,0.17012
6.9706,0.1928
4.8485,0.16665
7.2941,0.2648
3.9063,0.16747
5.4857,0.1097
5.1714,0.12445
4.5429,0.10176
4.25,0.09108
6.2059,0.12324
5.8235,0.11369
5.2286,0.09968
4.6667,0.11785
4.5,0.11453
3.9429,0.08983
3.3611,0.09744
2.8611,0.09744
6.3889,0.13765
6.3889,0.14844
5.8857,0.12631
5.4857,0.16841
6.4722,0.13314
5.6111,0.10598
4.8056,0.10985
3.6944,0.10259
4.6857,0.13261
4.2647,0.09584
3.8286,0.09464
3.3611,0.13119
4.1143,0.13261
3.9714,0.12445
3.1389,0.10506
2.6944,0.10259
6.1389,0.17192
5.1176,0.09079
4.4722,0.12099
3.6857,0.10514
5.8571,0.13488
5.1714,0.11055
3.9118,0.1129
2.4286,0.1013
6.2857,0.13745
5.1143,0.09707
3.5,0.10758
1.8824,0.09987
4.7222,0.12797
3.0,0.11765
1.8889,0.15101
0.3429,0.0985
5.6571,0.13366
4.3143,0.11967
3.2778,0.09305
2.5714,0.0929
4.2286,0.07098
3.4722,0.11444
2.8333,0.10015
1.6111,0.12594
6.2571,0.14759
6.25,0.16375
5.0588,0.10959
3.9706,0.1138
3.3714,0.16206
3.6765,0.15959
4.4857,0.16349
4.5,0.14434
6.25,0.20554
5.5278,0.19038
5.7778,0.1805
4.3824,0.11776
6.5,0.14558
5.4444,0.12696
6.5278,0.24371
4.2222,0.11188
5.4839,0.11958
5.5484,0.12772
4.6774,0.10588
4.2333,0.09047
6.0968,0.16671
5.9667,0.11039
5.2414,0.09323
4.8387,0.12153
4.6452,0.13338
3.9333,0.13278
3.4839,0.08976
3.0,0.0
6.1935,0.14726
5.3333,0.14402
5.1,0.15882
4.5333,0.13109
6.2667,0.1409
5.4516,0.15019
4.5806,0.1272
3.6129,0.1087
5.0667,0.17596
4.7097,0.15263
4.1667,0.13403
3.9,0.11879
4.5484,0.15019
4.0968,0.1468
3.7333,0.12413
2.9677,0.11616
5.4516,0.12772
4.1613,0.12153
3.4,0.11155
2.7,0.10698
5.871,0.16911
4.6667,0.14402
3.2333,0.10202
2.0,0.0
6.2667,0.18217
5.129,0.15632
3.0645,0.11114
2.1333,0.06206
4.7,0.10698
2.7097,0.10396
1.0,0.0
0.0,0.0
5.9677,0.1248
4.8276,0.10979
3.2258,0.10901
2.4667,0.09108
4.3667,0.08798
4.6667,0.09813
3.0968,0.0952
3.6667,0.08607
6.3,0.15741
6.3103,0.13882
5.5,0.1472
4.5862,0.14232
3.2581,0.15108
3.4516,0.15019
4.0968,0.1468
4.4516,0.19801
6.1724,0.16224
5.9677,0.17362
6.1935,0.22543
5.0645,0.23676
7.129,0.2027
5.0645,0.1763
6.7742,0.25281
4.1613,0.1651
5.6857,0.13863
5.2222,0.10476
4.6,0.08281
4.1429,0.10015
6.4444,0.18611
5.8,0.1388
5.4706,0.0856
4.9444,0.11749
4.6286,0.09968
4.0571,0.08983
3.6571,0.0985
3.0,0.09623
6.0556,0.16171
5.9143,0.13626
5.4444,0.12073
4.5714,0.11631
6.3333,0.16667
5.3333,0.13029
4.9429,0.0985
3.6667,0.12423
4.8824,0.10818
4.4857,0.11691
3.9143,0.12369
3.7429,0.0934
4.75,0.10668
4.0857,0.10199
3.2857,0.1183
2.7429,0.10176
5.9143,0.11691
4.8235,0.12106
3.8788,0.09347
3.0833,0.10668
6.1389,0.13695
5.3235,0.11557
3.8889,0.11639
2.5429,0.12995
6.1667,0.16434
5.4167,0.13249
3.3824,0.08334
1.9714,0.11055
5.4286,0.14163
3.3429,0.12083
2.2222,0.11858
0.0857,0.04732
6.2,0.1388
5.2,0.10537
3.9444,0.10352
2.1944,0.12922
4.2571,0.10949
3.3333,0.10393
2.8857,0.10514
2.2,0.10537
6.2571,0.12995
5.4857,0.13626
4.2222,0.13095
3.4444,0.11416
2.9722,0.17341
3.7143,0.16449
3.7778,0.16718
3.8571,0.1408
6.1429,0.1408
5.7222,0.16947
5.9167,0.24016
4.6857,0.12631
6.9429,0.18491
5.3611,0.15788
6.9444,0.23552
4.0857,0.14212
5.6452,0.11674
5.129,0.10932
4.7188,0.12682
3.9667,0.09981
6.5806,0.16305
5.7813,0.13789
5.4516,0.15019
4.8065,0.12426
4.5625,0.12451
4.2188,0.14479
3.7742,0.099
3.0,0.09428
6.6774,0.15394
6.1563,0.16001
5.3438,0.16304
4.6333,0.12003
6.1563,0.17179
5.5,0.13975
4.5625,0.12451
3.7097,0.11353
4.7742,0.11817
4.5161,0.13587
4.0,0.12903
3.6563,0.15058
4.9677,0.10683
4.0625,0.1164
3.7188,0.14813
3.0313,0.1035
5.0313,0.16229
4.0938,0.12778
3.0313,0.1035
2.125,0.11482
6.1563,0.16001
4.7813,0.16964
3.0938,0.11989
1.5161,0.13587
6.0667,0.1047
5.1875,0.15586
3.3226,0.10588
1.6774,0.11529
6.0938,0.15537
4.5161,0.13587
2.9677,0.13288
0.5313,0.12488
6.0,0.16536
5.9677,0.17362
4.6875,0.20462
2.8065,0.14001
4.7419,0.11144
3.875,0.10597
3.0645,0.0905
2.5938,0.13877
6.129,0.12693
4.0625,0.16499
4.25,0.22535
3.1613,0.12153
2.9688,0.23169
3.7742,0.17497
4.1935,0.17914
4.6875,0.21395
6.7188,0.1988
5.9063,0.19445
5.6774,0.17895
4.5333,0.16822
6.4375,0.19733
5.0938,0.16747
6.0,0.27243
4.1935,0.14726
5.5313,0.15299
5.0323,0.1248
4.6563,0.12967
3.9063,0.10231
6.0323,0.17362
5.7742,0.14215
5.1935,0.11558
4.8125,0.10305
4.2258,0.16891
3.7097,0.10396
3.4063,0.13877
2.6774,0.11529
6.0968,0.19545
5.9063,0.14895
5.5625,0.13932
5.1563,0.16001
5.9688,0.15615
5.0968,0.10557
4.3548,0.11674
3.4688,0.1168
4.9375,0.15896
4.4688,0.13247
3.7742,0.11817
3.5313,0.1168
4.5,0.13258
4.0,0.11693
3.4375,0.12451
2.9688,0.1209
4.9688,0.15615
3.7667,0.12187
3.2258,0.11817
2.3438,0.18545
6.125,0.16973
5.1333,0.16822
3.3871,0.11788
1.875,0.11482
6.129,0.14952
5.2903,0.13058
3.1563,0.10924
1.4194,0.11874
5.5806,0.11874
4.5938,0.10698
2.8333,0.12546
0.7742,0.16891
5.9677,0.14049
5.1875,0.17918
5.125,0.22857
4.4375,0.20222
4.2667,0.1047
3.8438,0.12585
3.4063,0.11575
2.4063,0.13154
6.3871,0.19716
5.9,0.11879
5.2258,0.14215
3.9063,0.18936
2.8387,0.15867
3.2667,0.1409
3.9355,0.1763
4.4194,0.1272
6.625,0.22857
5.8667,0.10256
6.0625,0.21622
5.0333,0.1794
6.4375,0.15269
5.0,0.17678
6.25,0.23799
3.6774,0.20087
5.7714,0.13453
5.1714,0.11055
4.7059,0.09781
4.2571,0.12995
6.3429,0.15088
5.9429,0.15088
5.7941,0.12324
5.0,0.10189
4.4571,0.12995
3.9429,0.12741
3.6765,0.09037
3.0882,0.13393
5.9706,0.12116
5.4857,0.11691
4.8125,0.08194
4.1176,0.1159
5.9697,0.14523
5.3429,0.0985
4.6765,0.09948
3.5429,0.12351
4.8438,0.08959
4.0882,0.13393
4.0294,0.15274
3.2059,0.11601
5.0571,0.13366
4.5588,0.11154
3.697,0.10037
3.2941,0.09781
5.5714,0.14728
4.6286,0.14617
3.6571,0.13366
2.6571,0.12741
6.6,0.1468
5.7059,0.14123
4.0286,0.1029
2.0882,0.1129
6.0571,0.12083
5.3714,0.13453
3.6176,0.11016
2.2353,0.10238
5.0571,0.0985
3.3333,0.08206
1.8571,0.13488
0.1875,0.069
5.4412,0.16737
4.6571,0.0985
4.1176,0.12998
2.4571,0.12351
4.1143,0.08826
4.3143,0.12631
2.9394,0.08506
2.4412,0.13278
6.1176,0.12314
4.8485,0.15523
3.8,0.16562
3.2727,0.1305
2.5429,0.19522
3.3824,0.12489
3.7941,0.13656
4.4286,0.14163
6.5882,0.11851
6.5,0.15702
6.5143,0.19534
5.6286,0.1983
6.8857,0.18415
5.3714,0.19414
6.6765,0.24154
4.0,0.17142
5.2813,0.15458
5.0,0.15309
4.2581,0.09087
3.9688,0.11254
6.3438,0.15058
5.8438,0.17738
5.1333,0.11287
4.6875,0.13577
4.375,0.10597
3.8387,0.09234
3.4333,0.09047
3.0645,0.12851
6.1875,0.17364
5.9375,0.15896
5.5333,0.14707
4.9063,0.18413
6.0,0.13686
5.4375,0.12451
4.6774,0.10588
3.4333,0.09047
4.9333,0.12413
4.5161,0.10068
4.2258,0.10901
3.9355,0.11114
4.75,0.13258
4.1563,0.12585
3.4375,0.15269
3.1563,0.12585
5.0645,0.1438
4.1875,0.12053
3.4,0.08944
2.4063,0.1239
6.25,0.21651
5.6333,0.12896
3.6774,0.08396
2.375,0.12303
6.0,0.15309
4.8065,0.12426
3.25,0.10825
1.3226,0.13977
5.5938,0.16453
4.7667,0.13891
3.0645,0.12014
0.4516,0.11023
5.0938,0.1732
6.2903,0.13832
6.0968,0.16671
1.9667,0.08798
4.2188,0.10583
3.7188,0.11887
3.0,0.15934
2.9063,0.10231
6.3226,0.13977
6.2188,0.18079
4.2667,0.14857
3.7188,0.11887
2.1613,0.15867
3.125,0.1578
3.2581,0.15782
3.9032,0.16035
